Type;FromPath;FromClass;FromEntity;FromLineNo;Relations;ToPath;ToClass;ToEntity;ToClassType;ToLineNo
CBO;wizmachine/services/base/isprworkmanagercore.cs;ISprWorkManagerCore;SaveBitmapSourceToSprFile;153;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;Select;CLASS;0
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToGlobalPalette;16;CALLS;wizmachine/utils/extension.cs;SharpExtension;FoEach;CLASS;108
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToInsertedFramePalette;35;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;GetFramePaletteData;CLASS;600
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToInsertedFramePalette;35;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;GetFramePaletteData;CLASS;600
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToInsertedFramePalette;35;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;SetPaletteColorChangedIndex;CLASS;625
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToInsertedFramePalette;35;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;GetFramePaletteData;CLASS;600
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.InsertFrame;70;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;SetCopiedPaletteData;CLASS;595
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.InsertFrame;70;CALLS;wizmachine/data/sprdata.cs;SprFileHead;CreateSprFileHead;CLASS;152
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.InsertFrame;70;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Array;Copy;CLASS;0
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.InsertFrame;70;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SwitchFrame;166;CALLS;wizmachine/utils/logger.cs;Logger;E;CLASS;51
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.SwitchFrame;166;CALLS;wizmachine/utils/logger.cs;Logger;E;CLASS;51
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.GetDecodedBGRAData;253;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;GetPaletteColorChangedIndex;CLASS;637
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.GetDecodedBGRAData;253;CALLS;wizmachine/utils/extension.cs;SharpExtension;FoEach;CLASS;116
CBO;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;WizMachine.Services.Base.ISprWorkManagerAdvance.GetDecodedBGRAData;253;CALLS;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;ResetPaletteColorChangedIndex;CLASS;619
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;FindClosetRGBColorInPalette;71;CALLS;wizmachine/utils/colorutil.cs;ColorUtil;CalculateRGBEuclideanDistance;CLASS;17
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;wizmachine/utils/extension.cs;Extension;CopyStructToList;CLASS;16
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;AddRange;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptFrameData;91;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;ToArray;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WritePaletteColorToByteList;174;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WritePaletteColorToByteList;174;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WritePaletteColorToByteList;174;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WriteFrameOffsetInfoList;181;CALLS;wizmachine/utils/extension.cs;Extension;CopyStructToList;CLASS;16
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptedSprFile;163;CALLS;wizmachine/data/sprdata.cs;US_SprFileHead;SetVersionInfoStr;CLASS;23
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptedSprFile;163;CALLS;wizmachine/data/sprdata.cs;US_SprFileHead;SetReserved;CLASS;39
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptedSprFile;163;CALLS;wizmachine/utils/extension.cs;Extension;CopyStructToList;CLASS;16
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptedSprFile;163;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;AddRange;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;EncryptedSprFile;163;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;ToArray;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.ApplyNewPaletteToOldFrames;244;CALLS;wizmachine/utils/extension.cs;SharpExtension;FoEach;CLASS;108
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.ApplyNewPaletteToInsertedFrames;255;CALLS;wizmachine/utils/extension.cs;SharpExtension;FoEach;CLASS;108
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.IsNeedToApplyNewPaletteToOldFrames;266;CALLS;wizmachine/data/sprdata.cs;Palette;IsSame;CLASS;416
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead;301;CALLS;wizmachine/data/sprdata.cs;US_SprFileHead;GetVersionInfo;CLASS;58
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead;301;CALLS;wizmachine/data/sprdata.cs;US_SprFileHead;GetReserved;CLASS;68
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead;301;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitPaletteDataFromFileStream;318;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData;330;READS;wizmachine/services/impl/sprworkmanagercore.cs;ColorMode;RGBA;CLASS;702
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData;330;CALLS;wizmachine/utils/extension.cs;SharpExtension;Apply;CLASS;92
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData;330;CALLS;wizmachine/utils/logger.cs;Logger;I;CLASS;44
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;360;CALLS;wizmachine/data/sprdata.cs;SprFileHead$SprFileHeadCache;ToUnsafe;CLASS;260
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;360;CALLS;wizmachine/utils/extension.cs;Extension;ToByteArray;CLASS;49
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;360;CALLS;wizmachine/utils/extension.cs;Extension;ToByteArray;CLASS;49
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;360;CALLS;wizmachine/data/sprdata.cs;SprFileHead$SprFileHeadCache;ToUnsafe;CLASS;260
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;360;CALLS;wizmachine/utils/extension.cs;Extension;ToByteArray;CLASS;49
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;360;CALLS;wizmachine/data/sprdata.cs;SprFileHead;ToUnsafe;CLASS;127
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromAllFramesOffsetInfo;375;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromAllFramesOffsetInfo;375;CALLS;wizmachine/utils/extension.cs;Extension;CopyStructToArray;CLASS;60
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData;392;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToArray;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData;392;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;SelectMany;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData;392;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToArray;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData;392;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;SelectMany;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData;402;CALLS;wizmachine/data/sprdata.cs;FrameRGBA;IsFrameSizeChanged;CLASS;507
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData;402;CALLS;wizmachine/utils/extension.cs;SharpExtension;Let;CLASS;97
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData;402;CALLS;wizmachine/utils/extension.cs;SharpExtension;Let;CLASS;97
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame;515;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToArray;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame;515;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;Select;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame;515;CALLS;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUsePaletteColorFromCountableColorSource;CLASS;13
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;IsContainInsertedFrameInternal;544;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;Any;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;READS;wizmachine/services/impl/sprworkmanagercore.cs;ColorMode;RGB;CLASS;702
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;READS;wizmachine/services/impl/sprworkmanagercore.cs;ColorMode;RGBA;CLASS;702
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;READS;wizmachine/services/impl/sprworkmanagercore.cs;ColorMode;BGRA;CLASS;702
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;wizmachine/utils/extension.cs;Extension;BinToStruct;CLASS;27
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;wizmachine/utils/extension.cs;Extension;BinToStruct;CLASS;27
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;wizmachine/utils/extension.cs;Extension;CopyStructToArray;CLASS;60
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;InitDecodedFrameData;549;CALLS;wizmachine/utils/logger.cs;Logger;I;CLASS;44
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ForceCheckCertPermission;111;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;ForceCheckCertPermission;CLASS;87
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;GetCertificateInfo;CLASS;102
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;PtrToStringAnsi;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;PtrToStringAnsi;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;PtrToStringAnsi;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;PtrToStringAnsi;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;FreeCertInfo;CLASS;105
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;124;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Console.dll;Console;WriteLine;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ExtractPakFile;149;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;ExtractPakFile;CLASS;78
