Metric;Path;Entity;Signature;LineNo;Value;Violation
NCS;wizmachine/data/sprdata.cs;Palette;WizMachine.Data.Palette.Palette(WizMachine.Data.PaletteColor[]);398;1;N
NCS;wizmachine/data/sprdata.cs;PaletteCache;WizMachine.Data.Palette.PaletteCache.PaletteCache(WizMachine.Data.Palette);341;1;N
NCS;wizmachine/data/sprdata.cs;get_this[];WizMachine.Data.PaletteColor WizMachine.Data.Palette.PaletteCache.get_this[]();349;2;N
NCS;wizmachine/data/sprdata.cs;set_this[];void WizMachine.Data.Palette.PaletteCache.set_this[]();358;2;N
NCS;wizmachine/data/sprdata.cs;get_Data;WizMachine.Data.PaletteColor[] WizMachine.Data.Palette.PaletteCache.get_Data();370;1;N
NCS;wizmachine/data/sprdata.cs;get_modifiedPalette;WizMachine.Data.Palette.PaletteCache WizMachine.Data.Palette.get_modifiedPalette();382;2;N
NCS;wizmachine/data/sprdata.cs;IsContain;System.Boolean WizMachine.Data.Palette.IsContain(WizMachine.Data.PaletteColor);405;3;N
NCS;wizmachine/data/sprdata.cs;IsSame;System.Boolean WizMachine.Data.Palette.IsSame(WizMachine.Data.Palette);416;3;N
NCS;wizmachine/data/sprdata.cs;op_Equality;System.Boolean WizMachine.Data.Palette.op_Equality(WizMachine.Data.Palette,WizMachine.Data.Palette);425;4;Y
NCS;wizmachine/data/sprdata.cs;op_Inequality;System.Boolean WizMachine.Data.Palette.op_Inequality(WizMachine.Data.Palette,WizMachine.Data.Palette);438;1;N
NCS;wizmachine/data/sprdata.cs;Equals;System.Boolean WizMachine.Data.Palette.Equals(System.Object);443;3;N
NCS;wizmachine/data/sprdata.cs;GetHashCode;System.Int32 WizMachine.Data.Palette.GetHashCode();462;1;N
NCS;wizmachine/data/sprdata.cs;get_modifiedFrameRGBACache;WizMachine.Data.FrameRGBA.FrameRGBACache WizMachine.Data.FrameRGBA.get_modifiedFrameRGBACache();492;2;N
NCS;wizmachine/data/sprdata.cs;IsFrameSizeChanged;System.Boolean WizMachine.Data.FrameRGBA.IsFrameSizeChanged();507;1;N
NCS;wizmachine/data/sprdata.cs;FrameRGBACache;WizMachine.Data.FrameRGBA.FrameRGBACache.FrameRGBACache(WizMachine.Data.FrameRGBA);520;1;N
NCS;wizmachine/data/sprdata.cs;get_frameWidth;System.UInt16 WizMachine.Data.FrameRGBA.FrameRGBACache.get_frameWidth();534;1;N
NCS;wizmachine/data/sprdata.cs;set_frameWidth;void WizMachine.Data.FrameRGBA.FrameRGBACache.set_frameWidth();538;1;N
NCS;wizmachine/data/sprdata.cs;get_frameHeight;System.UInt16 WizMachine.Data.FrameRGBA.FrameRGBACache.get_frameHeight();545;1;N
NCS;wizmachine/data/sprdata.cs;set_frameHeight;void WizMachine.Data.FrameRGBA.FrameRGBACache.set_frameHeight();549;1;N
NCS;wizmachine/data/sprdata.cs;get_frameOffX;System.Int16 WizMachine.Data.FrameRGBA.FrameRGBACache.get_frameOffX();556;1;N
NCS;wizmachine/data/sprdata.cs;set_frameOffX;void WizMachine.Data.FrameRGBA.FrameRGBACache.set_frameOffX();560;1;N
NCS;wizmachine/data/sprdata.cs;get_frameOffY;System.Int16 WizMachine.Data.FrameRGBA.FrameRGBACache.get_frameOffY();567;1;N
NCS;wizmachine/data/sprdata.cs;set_frameOffY;void WizMachine.Data.FrameRGBA.FrameRGBACache.set_frameOffY();571;1;N
NCS;wizmachine/data/sprdata.cs;get_modifiedBGRAData;System.Byte[] WizMachine.Data.FrameRGBA.FrameRGBACache.get_modifiedBGRAData();579;1;N
NCS;wizmachine/data/sprdata.cs;set_modifiedBGRAData;void WizMachine.Data.FrameRGBA.FrameRGBACache.set_modifiedBGRAData();583;1;N
NCS;wizmachine/data/sprdata.cs;toFrameRGBA;WizMachine.Data.FrameRGBA WizMachine.Data.FrameRGBA.FrameRGBACache.toFrameRGBA();590;1;N
NCS;wizmachine/data/sprdata.cs;SetCopiedPaletteData;void WizMachine.Data.FrameRGBA.FrameRGBACache.SetCopiedPaletteData(WizMachine.Data.Palette);595;1;N
NCS;wizmachine/data/sprdata.cs;GetFramePaletteData;WizMachine.Data.Palette WizMachine.Data.FrameRGBA.FrameRGBACache.GetFramePaletteData();600;1;N
NCS;wizmachine/data/sprdata.cs;get_paletteColorChangeIndexCache;System.Collections.Generic.Dictionary<System.Int32,System.ValueTuple<WizMachine.Data.PaletteColor,WizMachine.Data.PaletteColor>> WizMachine.Data.FrameRGBA.FrameRGBACache.get_paletteColorChangeIndexCache();609;2;N
NCS;wizmachine/data/sprdata.cs;ResetPaletteColorChangedIndex;void WizMachine.Data.FrameRGBA.FrameRGBACache.ResetPaletteColorChangedIndex();619;1;N
NCS;wizmachine/data/sprdata.cs;SetPaletteColorChangedIndex;void WizMachine.Data.FrameRGBA.FrameRGBACache.SetPaletteColorChangedIndex(System.Int32,WizMachine.Data.PaletteColor,WizMachine.Data.PaletteColor);625;2;N
NCS;wizmachine/data/sprdata.cs;GetPaletteColorChangedIndex;System.Int32[] WizMachine.Data.FrameRGBA.FrameRGBACache.GetPaletteColorChangedIndex();637;1;N
NCS;wizmachine/data/sprdata.cs;GetChangedPaletteColors;System.ValueTuple<WizMachine.Data.PaletteColor,WizMachine.Data.PaletteColor>[] WizMachine.Data.FrameRGBA.FrameRGBACache.GetChangedPaletteColors();641;1;N
NCS;wizmachine/enginekeeper.cs;EngineKeeper;WizMachine.EngineKeeper.EngineKeeper();44;1;N
NCS;wizmachine/enginekeeper.cs;GetSprWorkManagerService;WizMachine.Services.Base.ISprWorkManagerAdvance WizMachine.EngineKeeper.GetSprWorkManagerService();15;2;N
NCS;wizmachine/enginekeeper.cs;ForceCheckCallingSignature;System.Boolean WizMachine.EngineKeeper.ForceCheckCallingSignature();22;3;N
NCS;wizmachine/enginekeeper.cs;Init;void WizMachine.EngineKeeper.Init(System.IO.StreamWriter);35;2;N
NCS;wizmachine/services/base/isprworkmanagercore.cs;ResetWorkSpace;void WizMachine.Services.Base.ISprWorkManagerCore.ResetWorkSpace();18;1;N
NCS;wizmachine/services/base/isprworkmanagercore.cs;get_IsWorkSpaceEmpty;System.Boolean WizMachine.Services.Base.ISprWorkManagerCore.get_IsWorkSpaceEmpty();23;1;N
NCS;wizmachine/services/base/isprworkmanagercore.cs;InitWorkManagerFromSprFile;System.Boolean WizMachine.Services.Base.ISprWorkManagerCore.InitWorkManagerFromSprFile(System.String);38;2;N
NCS;wizmachine/services/base/isprworkmanagercore.cs;InitWorkManagerFromSprFile;System.Boolean WizMachine.Services.Base.ISprWorkManagerCore.InitWorkManagerFromSprFile(System.IO.FileStream);59;2;N
NCS;wizmachine/services/base/isprworkmanagercore.cs;SaveCurrentWorkToSpr;void WizMachine.Services.Base.ISprWorkManagerCore.SaveCurrentWorkToSpr(System.String,System.Boolean);81;5;Y
NCS;wizmachine/services/base/isprworkmanagercore.cs;SaveBitmapSourceToSprFile;void WizMachine.Services.Base.ISprWorkManagerCore.SaveBitmapSourceToSprFile(System.Windows.Media.Imaging.BitmapSource,System.String);153;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToGlobalPalette;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToGlobalPalette(System.UInt32,System.Byte,System.Byte,System.Byte);16;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToInsertedFramePalette;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetNewColorToInsertedFramePalette(System.Int32,System.UInt32,System.Byte,System.Byte,System.Byte);35;3;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.InsertFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.InsertFrame(System.UInt32,System.UInt16,System.UInt16,WizMachine.Data.PaletteColor[],System.Byte[],WizMachine.Data.Palette,System.Collections.Generic.Dictionary<System.Windows.Media.Color,System.Int64>,System.Collections.Generic.Dictionary<System.Int32,System.Collections.Generic.List<System.Int64>>);70;3;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.RemoveFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.RemoveFrame(System.UInt32);146;4;Y
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SwitchFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SwitchFrame(System.UInt32,System.UInt32);166;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetFrameSize;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetFrameSize(System.UInt16,System.UInt16,System.UInt32,System.Nullable<System.Windows.Media.Color>);186;3;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetGlobalSize;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetGlobalSize(System.UInt16,System.UInt16);200;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetGlobalOffset;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetGlobalOffset(System.Int16,System.Int16);210;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetFrameOffset;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetFrameOffset(System.Int16,System.Int16,System.UInt32);220;3;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.SetSprInterval;void WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.SetSprInterval(System.UInt16);236;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.GetFrameData;System.Nullable<WizMachine.Data.FrameRGBA> WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.GetFrameData(System.UInt32);244;2;N
NCS;wizmachine/services/impl/sprworkmanageradvance.cs;WizMachine.Services.Base.ISprWorkManagerAdvance.GetDecodedBGRAData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerAdvance.WizMachine.Services.Base.ISprWorkManagerAdvance.GetDecodedBGRAData(System.UInt32,out System.Collections.Generic.List<System.ValueTuple<System.Windows.Media.Color,System.Windows.Media.Color,System.Int32>>);253;4;Y
NCS;wizmachine/services/impl/sprworkmanagercore.cs;get_IsCacheEmpty;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.get_IsCacheEmpty();25;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;get_WizMachine.Services.Base.ISprWorkManagerCore.FileHead;WizMachine.Data.SprFileHead WizMachine.Services.Impl.SprWorkManagerCore.get_WizMachine.Services.Base.ISprWorkManagerCore.FileHead();30;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;get_WizMachine.Services.Base.ISprWorkManagerCore.PaletteData;WizMachine.Data.Palette WizMachine.Services.Impl.SprWorkManagerCore.get_WizMachine.Services.Base.ISprWorkManagerCore.PaletteData();38;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;get_WizMachine.Services.Base.ISprWorkManagerCore.IsCacheEmpty;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.get_WizMachine.Services.Base.ISprWorkManagerCore.IsCacheEmpty();44;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;ApplyPaletteToFrame;void WizMachine.Services.Impl.SprWorkManagerCore.ApplyPaletteToFrame(WizMachine.Data.Palette,WizMachine.Data.FrameRGBA);50;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;FindClosetRGBColorInPalette;WizMachine.Data.PaletteColor WizMachine.Services.Impl.SprWorkManagerCore.FindClosetRGBColorInPalette(System.Byte,System.Byte,System.Byte,WizMachine.Data.Palette);71;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;EncryptFrameData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.EncryptFrameData(System.Byte[],WizMachine.Data.PaletteColor[],System.UInt16,System.UInt16,System.UInt16,System.UInt16);91;5;Y
NCS;wizmachine/services/impl/sprworkmanagercore.cs;FindPaletteIndex;System.Byte WizMachine.Services.Impl.SprWorkManagerCore.FindPaletteIndex(System.Byte,System.Byte,System.Byte,WizMachine.Data.PaletteColor[]);94;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;EncryptedSprFile;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.EncryptedSprFile(System.Collections.Generic.List<System.Byte[]>,WizMachine.Data.PaletteColor[],System.UInt16,System.UInt16,System.Int16,System.Int16,System.UInt16,System.UInt16,System.Byte[]);163;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WritePaletteColorToByteList;void WizMachine.Services.Impl.SprWorkManagerCore.WritePaletteColorToByteList(WizMachine.Data.PaletteColor,System.Collections.Generic.List<System.Byte>);174;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WriteFrameOffsetInfoList;void WizMachine.Services.Impl.SprWorkManagerCore.WriteFrameOffsetInfoList(System.Collections.Generic.List<System.Byte[]>,System.Collections.Generic.List<System.Byte>,System.Int32);181;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitCache;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitCache();236;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.ApplyNewPaletteToOldFrames;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.ApplyNewPaletteToOldFrames(WizMachine.Data.Palette);244;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.ApplyNewPaletteToInsertedFrames;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.ApplyNewPaletteToInsertedFrames(WizMachine.Data.Palette);255;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.IsNeedToApplyNewPaletteToOldFrames;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.IsNeedToApplyNewPaletteToOldFrames(WizMachine.Data.Palette);266;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.IsPossibleToSaveFile;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.IsPossibleToSaveFile();271;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitCacheAll;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitCacheAll(WizMachine.Data.SprFileHead,WizMachine.Data.Palette,System.Int32,WizMachine.Data.FrameRGBA[]);290;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitFromFileHead(WizMachine.Data.US_SprFileHead);301;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitPaletteDataFromFileStream;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitPaletteDataFromFileStream(System.IO.FileStream,WizMachine.Data.US_SprFileHead);318;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData;void WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.InitFrameData(System.IO.FileStream);330;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromHeader(System.Boolean,System.Boolean,System.UInt16);360;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromAllFramesOffsetInfo;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromAllFramesOffsetInfo(System.Byte[][]);375;3;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromPaletteData(System.Boolean);392;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.GetByteArrayFromEncryptedFrameData(System.Int32,System.Boolean,System.Boolean,System.Nullable<WizMachine.Data.Palette>);402;4;Y
NCS;wizmachine/services/impl/sprworkmanagercore.cs;getPaletteColorInRef;WizMachine.Data.PaletteColor WizMachine.Services.Impl.SprWorkManagerCore.getPaletteColorInRef(System.UInt32,System.UInt32,System.UInt16,System.UInt16,System.Byte[]);412;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.EncryptFrameData;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.EncryptFrameData(System.Byte[],WizMachine.Data.PaletteColor[],System.UInt16,System.UInt16,System.UInt16,System.UInt16);474;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.EncryptedSprFile;System.Byte[] WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.EncryptedSprFile(System.Collections.Generic.List<System.Byte[]>,WizMachine.Data.PaletteColor[],System.UInt16,System.UInt16,System.Int16,System.Int16,System.UInt16,System.UInt16,System.Byte[]);489;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.IsContainInsertedFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.IsContainInsertedFrame();510;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.WizMachine.Services.Base.ISprWorkManagerCore.RecalculatePaletteColorForAllInsertedFrame(out System.Nullable<WizMachine.Data.Palette>);515;2;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;IsContainInsertedFrameInternal;System.Boolean WizMachine.Services.Impl.SprWorkManagerCore.IsContainInsertedFrameInternal();544;1;N
NCS;wizmachine/services/impl/sprworkmanagercore.cs;InitDecodedFrameData;WizMachine.Data.PaletteColor[] WizMachine.Services.Impl.SprWorkManagerCore.InitDecodedFrameData(System.IO.FileStream,System.UInt32,out System.UInt16,out System.UInt16,WizMachine.Services.Impl.ColorMode,out System.UInt16,out System.UInt16,out System.Collections.Generic.Dictionary<System.Int32,System.Collections.Generic.List<System.Int64>>,out System.Byte[]);549;5;Y
NCS;wizmachine/services/utils/nativeengine.cs;ExportToSPRFile;void WizMachine.Services.Utils.NativeEngine.ExportToSPRFile(System.String,WizMachine.Services.Utils.NativeEngine.NSPRFileHead,WizMachine.Services.Utils.NativeEngine.NColor[],System.Int32,WizMachine.Services.Utils.NativeEngine.NFrameData[]);54;1;N
NCS;wizmachine/services/utils/nativeengine.cs;LoadSPRFile;void WizMachine.Services.Utils.NativeEngine.LoadSPRFile(System.String,out WizMachine.Services.Utils.NativeEngine.NSPRFileHead,out WizMachine.Services.Utils.NativeEngine.NColor[],out System.Int32,out System.Int32,out WizMachine.Services.Utils.NativeEngine.NFrameData[],out System.Int32);61;1;N
NCS;wizmachine/services/utils/nativeengine.cs;FreeArrData;void WizMachine.Services.Utils.NativeEngine.FreeArrData(System.IntPtr);74;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ExtractPakFile;void WizMachine.Services.Utils.NativeEngine.ExtractPakFile(System.String,System.String,System.String);78;1;N
NCS;wizmachine/services/utils/nativeengine.cs;CompressFolderToPakFile;void WizMachine.Services.Utils.NativeEngine.CompressFolderToPakFile(System.String,System.String);83;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ForceCheckCertPermission;void WizMachine.Services.Utils.NativeEngine.ForceCheckCertPermission(WizMachine.Data.CertInfo);87;1;N
NCS;wizmachine/services/utils/nativeengine.cs;GetCertificateInfo;System.Int32 WizMachine.Services.Utils.NativeEngine.GetCertificateInfo(System.String,ref WizMachine.Services.Utils.NativeEngine.CertInfo);102;1;N
NCS;wizmachine/services/utils/nativeengine.cs;FreeCertInfo;void WizMachine.Services.Utils.NativeEngine.FreeCertInfo(ref WizMachine.Services.Utils.NativeEngine.CertInfo);105;1;N
NCS;wizmachine/services/utils/nativeengine.cs;ForceCheckCertPermission;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.ForceCheckCertPermission(WizMachine.Data.CertInfo);111;3;N
NCS;wizmachine/services/utils/nativeengine.cs;GetSignedCertInfoFromFile;WizMachine.Data.CertInfo WizMachine.Services.Utils.NativeAPIAdapter.GetSignedCertInfoFromFile(System.String);124;2;N
NCS;wizmachine/services/utils/nativeengine.cs;ExtractPakFile;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.ExtractPakFile(System.String,System.String,System.String);149;1;N
NCS;wizmachine/services/utils/nativeengine.cs;CompressFolderToPakFile;System.Boolean WizMachine.Services.Utils.NativeAPIAdapter.CompressFolderToPakFile(System.String,System.String);157;1;N
